player,rating,rd,sets,wins,losses,num_tourneys
skyguy,1252.79674799,254.094626834,2,0,2,1
swarley,1252.79674799,253.720474905,2,0,2,1
skyles,1252.79674799,253.570659553,2,0,2,1
sebs,1252.79674799,254.28149635,2,0,2,1
beatthat,1252.79674799,253.64557829,2,0,2,1
amoeba,1252.79674799,254.28149635,2,0,2,1
thagoldenchild,1252.79674799,254.094626834,2,0,2,1
crilles,1252.79674799,254.28149635,2,0,2,1
eclipse,1252.79674799,253.720474905,2,0,2,1
corimon,1252.79674799,254.28149635,2,0,2,1
valor_ryan,1252.79674799,254.28149635,2,0,2,1
coinm,1252.79674799,253.945032213,2,0,2,1
4him,1252.79674799,253.720474905,2,0,2,1
bobman,1252.79674799,253.870201847,2,0,2,1
kelso,1252.79674799,254.28149635,2,0,2,1
lusty,1252.79674799,254.094626834,2,0,2,1
lan,1252.79674799,254.094626834,2,0,2,1
eastnutz,1252.79674799,254.094626834,2,0,2,1
gansama,1252.79674799,253.683029361,2,0,2,1
snowman,1252.79674799,253.683029361,2,0,2,1
mmshan,1252.79674799,254.094626834,2,0,2,1
dr.islio,1252.79674799,254.28149635,2,0,2,1
sexynachos,1252.79674799,254.28149635,2,0,2,1
tarzan,1252.79674799,254.28149635,2,0,2,1
druid,1252.79674799,253.570659553,2,0,2,1
bozz,1252.79674799,253.720474905,2,0,2,1
randy butternubs,1252.79674799,253.570659553,2,0,2,1
joshez,1252.79674799,254.094626834,2,0,2,1
captain koala,1252.79674799,253.383265797,2,0,2,1
ritz,1252.79674799,253.683029361,2,0,2,1
jslayer,1252.79674799,254.094626834,2,0,2,1
arch,1252.79674799,254.28149635,2,0,2,1
skelly,1252.79674799,254.28149635,2,0,2,1
sammy,1252.79674799,254.28149635,2,0,2,1
train,1252.79674799,253.570659553,2,0,2,1
kurly,1252.79674799,254.094626834,2,0,2,1
spek,1252.79674799,254.28149635,2,0,2,1
kalands,1252.79674799,253.570659553,2,0,2,1
kannonzz,1252.79674799,253.570659553,2,0,2,1
i2g,1252.79674799,254.094626834,2,0,2,1
wellpebbles,1252.79674799,254.28149635,2,0,2,1
officer doge,1252.79674799,253.383265797,2,0,2,1
wooper,1252.79674799,253.570659553,2,0,2,1
superultradx,1252.79674799,254.28149635,8,4,4,2
notlightningrunner,1252.79674799,253.832778391,2,0,2,1
seamoose,1252.79674799,254.094626834,2,0,2,1
cuffy,1252.79674799,253.757914923,2,0,2,1
technocrow,1252.79674799,254.28149635,2,0,2,1
megaman,1252.79674799,254.28149635,2,0,2,1
ziggy zanderfaul,1252.79674799,253.383265797,2,0,2,1
entropy,1252.79674799,254.28149635,2,0,2,1
psy,1252.79674799,253.570659553,2,0,2,1
vaatu,1252.79674799,253.570659553,2,0,2,1
fire,1252.79674799,253.683029361,2,0,2,1
patty-wagon,1252.79674799,253.720474905,2,0,2,1
nrg,1252.79674799,253.570659553,2,0,2,1
nplusone,1252.79674799,253.683029361,2,0,2,1
smoke,1252.79674799,254.28149635,2,0,2,1
geppetto,1252.79674799,254.094626834,2,0,2,1
zwephy,1252.79674799,254.28149635,2,0,2,1
dolla bill bill,1252.79674799,254.28149635,2,0,2,1
moti,1252.79674799,254.28149635,2,0,2,1
8njay,1252.79674799,253.683029361,2,0,2,1
reah,1252.79674799,253.945032213,2,0,2,1
varian,1252.79674799,253.383265797,2,0,2,1
iiliitist,1252.79674799,253.570659553,2,0,2,1
smooth jon,1252.79674799,253.683029361,2,0,2,1
etroknight,1252.79674799,254.28149635,2,0,2,1
torozan,1252.79674799,254.094626834,2,0,2,1
rambo nanny,1252.79674799,253.570659553,2,0,2,1
edmund nelson,1252.79674799,254.28149635,2,0,2,1
ciao,1252.79674799,254.28149635,2,0,2,1
highlyeducational,1252.79674799,253.683029361,2,0,2,1
joe tuber,1252.79674799,253.383265797,2,0,2,1
red-white,1252.79674799,253.570659553,2,0,2,1
nn7,1252.79674799,253.570659553,2,0,2,1
d2,1252.79674799,254.094626834,2,0,2,1
glitter,1252.79674799,254.28149635,2,0,2,1
pzero39,1252.79674799,253.383265797,2,0,2,1
mxgv!,1252.79674799,254.28149635,2,0,2,1
c0xx,1252.79674799,254.28149635,2,0,2,1
djdriftking.97,1252.79674799,254.28149635,2,0,2,1
edlose,1252.79674799,254.28149635,2,0,2,1
szoltan,1252.79674799,253.64557829,2,0,2,1
dinkles,1252.79674799,254.28149635,2,0,2,1
tevaq,1252.79674799,254.094626834,2,0,2,1
jeo,1252.79674799,253.570659553,2,0,2,1
tats,1252.79674799,254.28149635,2,0,2,1
j.killa,1252.79674799,253.683029361,2,0,2,1
arakune,1252.79674799,254.28149635,6,2,4,2
cakes,1252.79674799,254.28149635,2,0,2,1
sc0pes,1252.79674799,254.28149635,2,0,2,1
kj,1252.79674799,253.570659553,2,0,2,1
shiasurprise,1252.79674799,253.383265797,2,0,2,1
bqx,1252.79674799,253.945032213,2,0,2,1
choco,1252.79674799,253.383265797,2,0,2,1
incurredwrath,1252.79674799,254.28149635,2,0,2,1
arctic,1252.79674799,253.420755634,2,0,2,1
grassmanmatt,1252.79674799,253.945032213,2,0,2,1
mrdr,1252.79674799,253.570659553,2,0,2,1
wumbo111,1252.79674799,253.720474905,2,0,2,1
immawhite,1252.79674799,254.094626834,2,0,2,1
fraude françois,1252.79674799,253.64557829,2,0,2,1
docukid,1252.79674799,253.945032213,2,0,2,1
proxy,1252.79674799,253.683029361,2,0,2,1
mr.squiggles,1252.79674799,254.28149635,2,0,2,1
loonslaaf,1252.79674799,253.64557829,2,0,2,1
kingdong,1252.79674799,254.28149635,2,0,2,1
nolo,1252.79674799,254.094626834,2,0,2,1
guillermoose,1252.79674799,254.28149635,2,0,2,1
crocs,1252.79674799,254.28149635,2,0,2,1
witchcraft,1252.79674799,254.28149635,2,0,2,1
insomniatic,1252.79674799,254.094626834,2,0,2,1
bonnup,1252.79674799,253.720474905,2,0,2,1
tunnelsnakesrule,1252.79674799,253.720474905,2,0,2,1
shlizark,1252.79674799,253.420755634,2,0,2,1
lobster,1252.79674799,254.094626834,2,0,2,1
espar,1252.79674799,253.683029361,2,0,2,1
kyri0n,1252.79674799,253.683029361,2,0,2,1
ditto,1252.79674799,254.094626834,2,0,2,1
long and hard,1252.79674799,253.683029361,2,0,2,1
cru,1252.79674799,253.683029361,2,0,2,1
kiri,1252.79674799,253.683029361,2,0,2,1
picasso,1252.79674799,254.28149635,2,0,2,1
coro,1252.79674799,253.945032213,2,0,2,1
ziltoidfalco,1252.79674799,253.720474905,2,0,2,1
finesse,1252.79674799,253.570659553,2,0,2,1
superbob,1252.79674799,253.570659553,2,0,2,1
aaa,1252.79674799,254.28149635,2,0,2,1
zarfon,1252.79674799,254.28149635,2,0,2,1
nnn,1252.79674799,254.28149635,2,0,2,1
goldenpants,1252.79674799,253.945032213,2,0,2,1
amadzebra,1252.79674799,254.28149635,2,0,2,1
heat,1252.79674799,253.720474905,2,0,2,1
kenzz,1252.79674799,253.945032213,2,0,2,1
eliminate,1252.79674799,254.28149635,2,0,2,1
kyrios,1252.79674799,254.28149635,9,3,6,2
candle,1252.79674799,254.28149635,2,0,2,1
pen,1252.79674799,254.094626834,2,0,2,1
daniel,1252.79674799,254.28149635,2,0,2,1
mr. thee,1252.79674799,254.28149635,2,0,2,1
awe,1252.79674799,253.683029361,2,0,2,1
saltkingmcgee,1252.79674799,253.683029361,2,0,2,1
djcrinklecut,1252.79674799,254.094626834,2,0,2,1
looney,1252.79674799,253.64557829,2,0,2,1
vanillarin,1252.79674799,253.945032213,2,0,2,1
shasha,1252.79674799,253.945032213,2,0,2,1
drum,1252.79674799,253.570659553,2,0,2,1
kokopelli,1252.79674799,253.383265797,2,0,2,1
rapidrage,1252.79674799,254.28149635,2,0,2,1
endo,1252.79674799,253.383265797,2,0,2,1
raver,1252.79674799,254.094626834,2,0,2,1
n!b$,1252.79674799,253.383265797,2,0,2,1
doggyness,1252.79674799,253.945032213,2,0,2,1
orion,1252.79674799,254.094626834,2,0,2,1
nimrod,1252.79674799,254.28149635,2,0,2,1
chiefchickenwing,1252.79674799,253.570659553,2,0,2,1
loncas,1252.79674799,253.683029361,2,0,2,1
iridium,1252.79674799,253.945032213,2,0,2,1
bman8tor,1252.79674799,253.570659553,2,0,2,1
hispanion,1252.79674799,253.683029361,2,0,2,1
antonio,1252.79674799,253.64557829,2,0,2,1
[the fox army],1252.79674799,253.832778391,2,0,2,1
jfro,1252.79674799,253.570659553,2,0,2,1
8bitloser,1252.79674799,254.094626834,2,0,2,1
dr. wu,1252.79674799,253.570659553,2,0,2,1
hurricane rising,1252.79674799,254.28149635,2,0,2,1
dable,1252.79674799,253.570659553,2,0,2,1
moe moe kyun,1252.79674799,254.28149635,2,0,2,1
imdabes,1252.79674799,254.28149635,2,0,2,1
–in–,1252.79674799,254.094626834,2,0,2,1
bathtubfrog,1252.79674799,254.28149635,2,0,2,1
skywalkr000,1252.79674799,254.28149635,2,0,2,1
big l rest in peace,1252.79674799,254.094626834,2,0,2,1
ghost [jackson],1252.79674799,253.720474905,2,0,2,1
zorro,1252.79674799,253.683029361,2,0,2,1
odesza,1252.79674799,253.420755634,2,0,2,1
batista,1252.79674799,253.683029361,2,0,2,1
behappyu,1252.79674799,254.28149635,2,0,2,1
wilachas,1252.79674799,254.094626834,2,0,2,1
tag pending,1252.79674799,254.28149635,2,0,2,1
muse,1252.79674799,253.945032213,2,0,2,1
peegert,1252.79674799,253.570659553,2,0,2,1
ellen degenerate,1252.79674799,253.683029361,2,0,2,1
dern,1252.79674799,254.28149635,2,0,2,1
enoch,1252.79674799,254.28149635,2,0,2,1
derf,1252.79674799,254.094626834,2,0,2,1
nair,1252.79674799,254.28149635,2,0,2,1
sarthssb,1252.79674799,254.094626834,2,0,2,1
under,1252.79674799,253.570659553,2,0,2,1
rubez,1252.79674799,254.28149635,2,0,2,1
themickeynick,1252.79674799,254.28149635,2,0,2,1
bicycle,1252.79674799,254.28149635,2,0,2,1
slugfest004,1252.79674799,253.383265797,2,0,2,1
amplas,1252.79674799,253.570659553,2,0,2,1
czar,1252.79674799,254.28149635,2,0,2,1
eggbert,1252.79674799,253.683029361,2,0,2,1
locoelephante,1252.79674799,253.64557829,2,0,2,1
oam,1252.79674799,253.870201847,2,0,2,1
paws,1252.79674799,254.28149635,2,0,2,1
bren,1252.79674799,253.683029361,2,0,2,1
noire,1252.79674799,253.945032213,2,0,2,1
ghost [gardner],1252.79674799,253.720474905,2,0,2,1
spike,1252.79674799,254.094626834,2,0,2,1
varisia,1252.79674799,253.570659553,2,0,2,1
ben2,1252.79674799,253.420755634,2,0,2,1
stupid yoshii,1252.79674799,254.28149635,2,0,2,1
tome,1252.79674799,254.28149635,2,0,2,1
show me the carfax,1252.79674799,254.28149635,2,0,2,1
dextrous devil,1252.79674799,254.28149635,2,0,2,1
college of luigi,1252.79674799,253.570659553,2,0,2,1
kitab,1252.79674799,253.757914923,2,0,2,1
flerb,1252.79674799,253.383265797,2,0,2,1
tipsytoto,1252.79674799,254.28149635,2,0,2,1
byod,1252.79674799,253.945032213,2,0,2,1
cadronate,1252.79674799,253.683029361,2,0,2,1
tokiokid10,1252.79674799,254.28149635,2,0,2,1
happydude2,1252.79674799,253.832778391,2,0,2,1
rubberdougy,1252.79674799,254.28149635,2,0,2,1
cholo steve,1252.79674799,253.570659553,2,0,2,1
shinsuyavi,1252.79674799,253.570659553,2,0,2,1
beverage,1252.79674799,253.683029361,2,0,2,1
yumyum,1252.79674799,253.570659553,2,0,2,1
bobo big dog,1252.79674799,254.28149635,2,0,2,1
tketle,1252.79674799,253.570659553,2,0,2,1
wetzel,1252.79674799,254.28149635,2,0,2,1
smiles4miles,1252.79674799,254.094626834,2,0,2,1
snak37,1252.79674799,253.570659553,2,0,2,1
guapo,1252.79674799,253.683029361,2,0,2,1
undercoverraptor,1252.79674799,253.420755634,2,0,2,1
hatmadder,1252.79674799,254.28149635,2,0,2,1
browser brown,1252.79674799,253.383265797,2,0,2,1
t-town,1252.79674799,254.28149635,2,0,2,1
l0rdchilled,1252.79674799,254.28149635,2,0,2,1
michael shorten,1252.79674799,253.683029361,2,0,2,1
behemoth,1252.79674799,254.094626834,3,0,3,2
absolute chaos,1252.79674799,254.28149635,2,0,2,1
albert with a money sign,1252.79674799,253.683029361,2,0,2,1
kentobento,1252.79674799,254.28149635,2,0,2,1
spitx,1252.79674799,253.570659553,2,0,2,1
pinocchio,1252.79674799,254.28149635,2,0,2,1
bowman,1252.79674799,253.64557829,2,0,2,1
yosuke,1252.79674799,254.28149635,2,0,2,1
kommatiazo,1252.79674799,253.383265797,2,0,2,1
b4y6,1252.79674799,253.570659553,2,0,2,1
powerlemons,1252.79674799,254.28149635,2,0,2,1
winmil,1252.79674799,253.570659553,2,0,2,1
jeff chang,1252.79674799,253.683029361,2,0,2,1
mohummus,1252.79674799,253.945032213,2,0,2,1
bj,1252.79674799,253.570659553,2,0,2,1
gamestationpro,1252.79674799,254.28149635,2,0,2,1
ikd!,1252.79674799,254.28149635,2,0,2,1
everstorm,1252.79674799,253.570659553,2,0,2,1
archaic,1252.79674799,254.094626834,2,0,2,1
atom,1252.79674799,253.757914923,2,0,2,1
klms,1252.79674799,254.28149635,2,0,2,1
mrdrjacob,1252.79674799,254.28149635,2,0,2,1
wes,1252.79674799,253.832778391,2,0,2,1
rane,1252.79674799,254.28149635,2,0,2,1
thegordocat,1252.79674799,254.28149635,2,0,2,1
dps1,1252.79674799,254.28149635,2,0,2,1
orangepledge,1252.79674799,253.570659553,2,0,2,1
v6,1252.79674799,254.094626834,2,0,2,1
kramff,1252.79674799,253.683029361,2,0,2,1
galeforce,1252.79674799,253.570659553,2,0,2,1
stevie b,1252.79674799,253.570659553,2,0,2,1
god,1252.79674799,254.28149635,2,0,2,1
bizzie smalls,1252.79674799,254.094626834,2,0,2,1
cyrup,1252.79674799,253.683029361,2,0,2,1
upyoda,1252.79674799,254.28149635,2,0,2,1
exvertus,1252.79674799,253.683029361,2,0,2,1
kuebiko,1252.79674799,253.945032213,2,0,2,1
slopnessie,1252.79674799,253.720474905,2,0,2,1
lobo,1252.79674799,253.870201847,2,0,2,1
kswz,1252.79674799,254.28149635,2,0,2,1
mr_dr_higgins,1252.79674799,253.720474905,2,0,2,1
organic_bean,1252.79674799,254.28149635,2,0,2,1
toka,1252.79674799,253.383265797,2,0,2,1
nibbynibbynub,1252.79674799,253.683029361,2,0,2,1
charles,1252.79674799,253.870201847,2,0,2,1
rockin,1252.79674799,253.870201847,2,0,2,1
thrownorc,1252.79674799,253.570659553,2,0,2,1
sunken,1252.79674799,254.28149635,2,0,2,1
shortstack,1252.79674799,253.720474905,2,0,2,1
codec,1252.79674799,254.28149635,2,0,2,1
kanto,1252.79674799,254.28149635,2,0,2,1
captchagod64,1252.79674799,253.570659553,2,0,2,1
crisp,1252.79674799,254.28149635,2,0,2,1
cool,1252.79674799,253.64557829,2,0,2,1
onenightstanz,1252.79674799,254.28149635,2,0,2,1
broclee,1252.79674799,254.28149635,2,0,2,1
bunne,1252.79674799,254.094626834,2,0,2,1
dong,1252.79674799,254.28149635,2,0,2,1
leezy,1252.79674799,253.757914923,2,0,2,1
fernyysanchez,1252.79674799,254.28149635,2,0,2,1
hamhampopo,1252.79674799,254.094626834,2,0,2,1
thedoctorisin,1252.79674799,253.420755634,2,0,2,1
plant,1252.79674799,253.683029361,2,0,2,1
shadaxis,1252.79674799,253.383265797,2,0,2,1
quancentrate,1252.79674799,254.28149635,2,0,2,1
burgei,1252.79674799,253.570659553,2,0,2,1
i'm the nalls,1252.79674799,254.28149635,2,0,2,1
nick allen,1252.79674799,254.28149635,2,0,2,1
asianson,1252.79674799,254.28149635,2,0,2,1
ukulele,1252.79674799,253.683029361,2,0,2,1
cherrypauper,1252.79674799,254.094626834,2,0,2,1
krc_dub,1252.79674799,254.28149635,2,0,2,1
hamstarr96,1252.79674799,253.720474905,2,0,2,1
arán,1252.79674799,253.383265797,2,0,2,1
ninestar,1252.79674799,254.094626834,2,0,2,1
kingsirwankalot,1252.79674799,253.64557829,2,0,2,1
rios,1252.79674799,253.683029361,2,0,2,1
reslived,1252.79674799,254.28149635,2,0,2,1
kos,1252.79674799,254.094626834,2,0,2,1
g-sus,1252.79674799,253.570659553,2,0,2,1
bulgogi,1252.79674799,254.094626834,2,0,2,1
cobalt,1252.79674799,254.28149635,2,0,2,1
stuner323,1252.79674799,254.28149635,2,0,2,1
koj,1252.79674799,253.570659553,2,0,2,1
acons,1252.79674799,253.683029361,2,0,2,1
noopers,1252.79674799,253.570659553,2,0,2,1
eggmode,1252.79674799,254.28149635,2,0,2,1
deestroy,1252.79674799,254.094626834,2,0,2,1
realalexhahn,1252.79674799,253.720474905,2,0,2,1
jaquarium,1252.79674799,254.094626834,2,0,2,1
d ray today,1252.79674799,253.570659553,2,0,2,1
maps,1252.79674799,254.28149635,2,0,2,1
turnt_up,1252.79674799,254.28149635,2,0,2,1
aquwas,1252.79674799,254.094626834,2,0,2,1
goop,1252.79674799,254.28149635,2,0,2,1
weakener,1252.79674799,253.570659553,2,0,2,1
spektatr,1252.79674799,254.28149635,2,0,2,1
handbanana,1252.79674799,253.757914923,2,0,2,1
white,1252.79674799,254.28149635,2,0,2,1
strouticus,1252.79674799,253.683029361,2,0,2,1
2%,1252.79674799,253.683029361,2,0,2,1
raff,1252.79674799,253.720474905,2,0,2,1
lordbeard,1252.79674799,253.683029361,2,0,2,1
serenade,1252.79674799,254.28149635,2,0,2,1
ryzzle,1252.79674799,254.094626834,2,0,2,1
summer was fun,1252.79674799,253.945032213,2,0,2,1
534,1252.79674799,253.683029361,2,0,2,1
hasp,1252.79674799,253.683029361,2,0,2,1
embracethe12,1252.79674799,254.28149635,2,0,2,1
pigwick,1252.79674799,254.094626834,2,0,2,1
fusion,1252.79674799,254.094626834,2,0,2,1
mortfeld,1252.79674799,254.28149635,2,0,2,1
the grouch,1252.79674799,254.28149635,2,0,2,1
kochisnsd,1252.79674799,254.28149635,2,0,2,1
robotsword,1252.79674799,253.570659553,2,0,2,1
faceoats,1252.79674799,254.617515866,2,0,2,2
jayford,1252.79674799,254.28149635,2,0,2,1
humble,1252.79674799,253.683029361,2,0,2,1
jippythelion,1252.79674799,254.28149635,2,0,2,1
pigeon,1252.79674799,253.683029361,2,0,2,1
monkbard,1252.79674799,253.570659553,2,0,2,1
hunterx,1252.79674799,253.383265797,2,0,2,1
eaglebloo,1252.79674799,253.683029361,2,0,2,1
maltrez,1252.79674799,253.945032213,2,0,2,1
missinglink,1252.79674799,254.28149635,2,0,2,1
lydian,1252.79674799,254.28149635,2,0,2,1
trashboat,1252.79674799,254.28149635,2,0,2,1
toptierramen,1252.79674799,253.570659553,2,0,2,1
darthdailey,1252.79674799,254.094626834,2,0,2,1
athens,1252.79674799,254.28149635,2,0,2,1
giga,1252.79674799,254.28149635,2,0,2,1
pure_bazurek,1252.79674799,253.945032213,2,0,2,1
electric soldier,1252.79674799,254.28149635,2,0,2,1
samurice,1252.79674799,254.28149635,2,0,2,1
marker,1252.79674799,253.683029361,2,0,2,1
no true scotsman,1252.79674799,253.420755634,2,0,2,1
artlessavian,1252.79674799,254.28149635,2,0,2,1
pikalu,1252.79674799,253.570659553,2,0,2,1
colin,1252.79674799,254.28149635,2,0,2,1
buck,1252.79674799,253.683029361,2,0,2,1
jlaw,1252.79674799,254.094626834,2,0,2,1
peon,1252.79674799,253.570659553,2,0,2,1
doublepappa,1252.79674799,253.945032213,2,0,2,1
sloper,1252.79674799,254.28149635,2,0,2,1
pk_cheeze,1252.79674799,254.094626834,2,0,2,1
scrubbymac,1252.79674799,253.683029361,2,0,2,1
0ust,1252.79674799,254.28149635,2,0,2,1
the wizard,1252.79674799,253.720474905,2,0,2,1
alui,1252.79674799,253.720474905,2,0,2,1
deathden,1252.79674799,253.683029361,2,0,2,1
varia_gamre,1252.79674799,254.28149635,2,0,2,1
syves,1252.79674799,253.570659553,2,0,2,1
rage,1252.79674799,254.28149635,2,0,2,1
bizon,1252.79674799,253.832778391,2,0,2,1
lazyninja1017,1252.79674799,254.094626834,2,0,2,1
cryptos,1252.79674799,253.870201847,2,0,2,1
itsmadness,1252.79674799,254.28149635,2,0,2,1
lucon,1252.79674799,253.64557829,2,0,2,1
ironpool,1252.79674799,254.28149635,2,0,2,1
riquiz,1252.79674799,253.64557829,2,0,2,1
squallette,1252.79674799,254.28149635,2,0,2,1
drowninfish,1252.79674799,254.28149635,2,0,2,1
mu9en,1252.79674799,253.570659553,2,0,2,1
hctaz,1252.79674799,253.870201847,2,0,2,1
sharkjaw777,1252.79674799,253.720474905,2,0,2,1
atari,1252.79674799,254.28149635,2,0,2,1
youngquest,1252.79674799,254.094626834,2,0,2,1
alcides .i.,1252.73100249,223.911235098,3,0,3,1
luffy,1252.55876026,240.887049803,2,0,2,1
novi,1252.43852623,210.975106949,4,1,3,1
yamsofsteel,1251.82471164,216.657444163,3,0,3,1
redlime,1251.51025547,171.77315144,7,1,6,1
pwnagepolice,1251.47849189,185.700162027,5,1,4,2
captbutter,1251.23626225,227.575261674,3,1,2,1
helio,1251.12636543,135.171042115,13,3,10,2
luke wilson,1250.42441943,217.512676892,2,0,2,1
flyingmelons,1250.18528876,177.291665319,7,1,6,1
aweshucks,1250.02691412,191.81859053,5,1,4,2
marx,1249.9734013,172.842351074,6,1,5,1
miles,1249.91585828,141.901092471,12,3,9,3
grin,1249.75702271,188.026701317,5,1,4,2
kao,1249.57459305,256.879899824,2,0,2,2
porkwings,1249.51271032,256.969571199,2,0,2,2
drybones,1248.87507228,222.887510697,2,0,2,1
mikek,1248.51508457,237.278356402,2,0,2,1
4 phri,1248.51508457,237.638419489,2,0,2,1
surskim,1248.22000706,234.621130583,2,0,2,1
mental,1248.12264472,167.257006172,7,1,6,1
born 2 sd,1247.57745544,184.661570002,5,1,4,1
midgeet,1247.32757262,129.681944644,18,5,13,3
joeyoyos,1246.85222242,230.510435184,2,0,2,1
dustland,1246.85222242,230.510435184,2,0,2,1
trod,1246.7305214,182.111394518,6,1,5,1
vurky,1246.7305214,182.528244426,6,1,5,1
loz,1246.7305214,182.528244426,13,1,12,2
madman3,1246.7305214,182.528244426,6,1,5,1
speck,1246.7305214,182.111394518,6,1,5,1
drastnikov,1246.7305214,182.528244426,6,1,5,1
téabone,1246.7305214,182.528244426,6,1,5,1
isyan,1246.7305214,182.528244426,13,5,8,2
alexander,1246.7305214,182.528244426,13,2,11,2
zelgius,1246.7305214,182.111394518,6,1,5,1
puttep,1246.7305214,182.528244426,6,1,5,1
chelo,1246.7305214,182.111394518,6,1,5,1
dannyy,1246.7305214,182.528244426,6,1,5,1
la8pv,1246.7305214,182.528244426,6,1,5,1
tablesalt,1246.7305214,182.111394518,6,1,5,1
zippow,1246.7305214,182.528244426,6,1,5,1
fawger,1246.7305214,182.528244426,6,1,5,1
dj tyro,1246.7305214,182.111394518,6,1,5,1
beggy,1246.7305214,182.111394518,6,1,5,1
mermaid,1246.7305214,182.528244426,6,1,5,1
rezz,1246.7305214,182.528244426,6,1,5,1
mrtom,1246.7305214,182.528244426,13,5,8,2
sortie,1246.7305214,182.528244426,6,1,5,1
krookk,1246.54692598,197.954532737,4,0,4,1
captain kush,1246.41837931,241.777845192,2,0,2,1
tarn,1245.68008482,160.246917458,10,2,8,4
regralht,1245.16893609,270.099957521,1,0,1,1
giraffe,1245.04176941,183.933517491,7,1,6,2
hadoush,1244.99391106,197.011937137,4,0,4,1
nichu,1244.68911553,156.39471978,7,1,6,1
barking_frog,1244.67508581,228.920106803,2,0,2,1
kitkat,1244.62585205,238.316566229,2,0,2,1
tomcat,1244.14384524,241.185044009,2,0,2,1
gib,1243.79649743,153.873899628,10,2,8,2
hufff,1243.51402949,232.704856193,2,0,2,1
omnicloud7strife,1242.68354712,234.785303782,2,0,2,1
cday,1242.5669774,238.638334758,2,0,2,1
cooljoe,1241.94484136,180.069533119,5,1,4,2
shmoomin_,1241.81525892,237.502569073,2,0,2,1
comment,1241.68906372,233.933288357,2,0,2,1
agyle,1241.68906372,233.933288357,2,0,2,1
holosly,1241.53448425,233.662443179,2,0,2,1
maaron,1241.45908381,238.171585854,2,0,2,1
jpin,1241.31820386,237.224605472,2,0,2,1
call_of_cow,1241.09748892,166.284133449,7,1,6,1
tyler,1241.06600439,193.060808017,5,1,4,2
_diesel,1240.74514988,234.40701879,2,0,2,1
sun$,1239.09191239,193.332802915,4,0,4,1
joehowardjr,1238.91967688,233.658851822,2,0,2,1
cartastikid,1238.83188097,231.626775486,2,0,2,1
rezah,1238.72637342,232.403805727,2,0,2,1
reefx,1238.4511154,165.503043064,7,2,5,1
zeezy,1238.04335206,180.910130572,6,1,5,1
ping warrior,1237.63809205,201.957106687,4,1,3,1
